No,Tanggal,Hari,Bulan,Kuartal,Tahun,Shift,Area_Kerja,Supervisor_ID,Jenis_Pekerjaan,Jenis_Insiden,Near_Miss,First_Aid,Medical_Treatment,LTI,Fatality,Hari_Hilang_Kerja,Property_Damage,Jumlah_Tenaga_Kerja,Jam_Kerja,Kondisi_Cuaca,Penyebab_Utama,Tindakan_Korektif,Status_Tindakan,Lokasi_Spesifik,Catatan
1481,2024-09-11,Wednesday,9,Q3,2024,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-009,Survei,Near Miss,1,0,0,0,0,0,0,23,285.7,Berawan,Housekeeping Buruk,Perbaikan Desain,Selesai,Pit-B-Blok01,
1482,2023-06-10,Saturday,6,Q2,2023,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-007,Administrasi,Near Miss,1,0,0,0,0,0,0,36,419,Cerah,Komunikasi Buruk,Briefing Safety,Selesai,Pit-B-Blok03,
1483,2023-01-12,Thursday,1,Q1,2023,Shift 1 (07:00-19:00),ROM (Run of Mine),SPV-001,Dozing,First Aid,0,1,0,0,0,0,0,13,130.8,Berawan,Prosedur Tidak Diikuti,Revisi Prosedur,Selesai,ROM (R-Blok01,Investigasi selesai
1484,2023-07-25,Tuesday,7,Q3,2023,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-002,Dozing,Medical Treatment,0,0,1,0,0,0,0,25,247.8,Berawan,Housekeeping Buruk,Investigasi Lanjut,Selesai,Pit-B-Blok01,
1485,2024-10-16,Wednesday,10,Q4,2024,Shift 1 (07:00-19:00),ROM (Run of Mine),SPV-002,Loading,Near Miss,1,0,0,0,0,0,0,18,200.1,Berawan,Human Error,Pelatihan Ulang,Selesai,ROM (R-Blok04,
1486,2023-03-28,Tuesday,3,Q1,2023,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-007,Fueling,Property Damage,0,0,0,0,0,0,1,26,270.1,Berawan,Kondisi Cuaca Buruk,Investigasi Lanjut,Overdue,Pit-A-Blok02,
1487,2022-03-06,Sunday,3,Q1,2022,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-005,Dozing,First Aid,0,1,0,0,0,0,0,17,191.9,Berawan,Kondisi Cuaca Buruk,Perbaikan Alat,Selesai,Pit-A-Blok05,Menunggu spare part
1488,2022-11-09,Wednesday,11,Q4,2022,Shift 2 (19:00-07:00),Pit-C (Hauling),SPV-006,Blasting,Near Miss,1,0,0,0,0,0,0,20,226.4,Hujan Lebat,Desain/Engineering,Penggantian APD,Dalam Proses,Pit-C-Blok02,
1489,32/01/2023,Wednesday,5,Q2,2022,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-018,Blasting,Near Miss,1,0,0,0,0,0,0,29,320.2,Berkabut,Prosedur Tidak Diikuti,Perbaikan Alat,Selesai,Pit-A-Blok05,Investigasi selesai
1490,2022-01-04,Tuesday,1,Q1,2022,Shift 2 (19:00-07:00),Stockpile,SPV-010,Pengawasan,First Aid,0,1,0,0,0,0,0,12,119.8,Berawan,Housekeeping Buruk,Revisi Prosedur,Dalam Proses,Stockp-Blok03,
1491,2023-01-23,Monday,1,Q1,2023,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-006,Maintenance,Near Miss,1,0,0,0,0,0,0,45,-5,Cerah,Human Error,Revisi Prosedur,Selesai,Pit-B-Blok04,Menunggu spare part
1492,2024-02-04,Sunday,2,Q1,2024,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-010,Administrasi,Medical Treatment,0,0,1,0,0,0,0,12,158,Berawan,Kelelahan Pekerja,Perbaikan Desain,Selesai,Pit-C-Blok04,
1493,2022-10-26,Wednesday,10,Q4,2022,Shift 2 (19:00-07:00),Office Area,SPV-010,Pengawasan,Near Miss,1,0,0,0,0,0,0,24,315.5,Berawan,Desain/Engineering,Investigasi Lanjut,Dalam Proses,Office-Blok05,
1494,2023-01-09,Monday,1,Q1,2023,Shift 1 (07:00-19:00),Office Area,SPV-005,Survei,Lost Time Injury,0,0,0,1,0,13,0,12,156.9,Hujan Ringan,Prosedur Tidak Diikuti,Revisi Prosedur,Selesai,Office-Blok05,
1495,2022-07-15,Friday,7,Q3,2022,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-001,Blasting,Medical Treatment,0,0,1,0,0,0,0,15,185.7,Cerah,Peralatan Rusak,Pelatihan Ulang,Dalam Proses,Pit-B-Blok01,Investigasi selesai
1496,2022-03-18,Friday,3,Q1,2022,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-005,Administrasi,First Aid,0,1,0,0,0,0,0,42,485.1,Cerah,Faktor Eksternal,Briefing Safety,Selesai,Pit-C-Blok05,Sudah dilaporkan ke HSE Manager
1497,2022-03-11,Friday,3,Q1,2022,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-013,Maintenance,First Aid,0,1,0,0,0,0,0,22,225.6,Berawan,Human Error,Briefing Safety,Belum Dimulai,Pit-B-Blok05,Menunggu spare part
1498,2022-07-06,Wednesday,7,Q3,2022,Shift 2 (19:00-07:00),Drainase,SPV-011,Pengawasan,Near Miss,1,0,0,0,0,0,0,32,337.1,Berawan,Human Error,Pelatihan Ulang,Selesai,Draina-Blok02,Perlu tindak lanjut
1499,2022-07-21,Thursday,7,Q3,2022,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-002,Blasting,Property Damage,0,0,0,0,0,0,1,31,364.4,Hujan Ringan,Faktor Eksternal,Briefing Safety,Dalam Proses,Pit-B-Blok05,
1500,2024-01-04,Thursday,1,Q1,2024,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-019,Drilling,First Aid,0,1,0,0,0,0,0,28,286.2,Berawan,Alat Pelindung Diri Tidak Sesuai,Pelatihan Ulang,Overdue,Pit-C-Blok02,Investigasi selesai
1501,2023-04-09,Sunday,4,Q2,2023,Shift 1 (07:00-19:00),ROM (Run of Mine),SPV-019,Blasting,First Aid,0,1,0,0,0,0,0,33,332.9,Hujan Lebat,Kondisi Cuaca Buruk,Investigasi Lanjut,Selesai,ROM (R-Blok04,
1502,2023-06-12,Monday,6,Q2,2023,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-008,Fueling,Near Miss,1,0,0,0,0,0,0,11,127.7,Cerah,Kondisi Cuaca Buruk,Perbaikan Desain,Selesai,Pit-C-Blok03,Investigasi selesai
1503,2024-03-28,Thursday,3,Q1,2024,Shift 2 (19:00-07:00),Workshop,SPV-017,Dozing,Near Miss,1,0,0,0,0,0,0,28,279.4,Hujan Ringan,Komunikasi Buruk,Investigasi Lanjut,Selesai,Worksh-Blok03,Menunggu spare part
1504,2023-03-29,Wednesday,3,Q1,2023,Shift 1 (07:00-19:00),Workshop,SPV-012,Hauling,Near Miss,1,0,0,0,0,0,0,11,133.9,Cerah,Komunikasi Buruk,Perbaikan Desain,Selesai,Worksh-Blok04,
1505,2024-11-18,Monday,11,Q4,2024,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-006,Hauling,First Aid,0,1,0,0,0,0,0,20,254,Cerah,Peralatan Rusak,Perbaikan Alat,Belum Dimulai,Pit-B-Blok02,Perlu tindak lanjut
1506,2023-08-06,Sunday,8,Q3,2023,Shift 1 (07:00-19:00),ROM (Run of Mine),SPV-017,Loading,First Aid,0,1,0,0,0,0,0,32,407.1,Cerah,Kondisi Cuaca Buruk,Investigasi Lanjut,Selesai,ROM (R-Blok05,
1507,2023-09-12,Tuesday,9,Q3,2023,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-016,Survei,First Aid,0,1,0,0,0,0,0,11,143.7,Hujan Lebat,Prosedur Tidak Diikuti,Briefing Safety,Selesai,Pit-B-Blok01,
1508,2024-10-16,Wednesday,10,Q4,2024,Shift 2 (19:00-07:00),Pit-C (Hauling),SPV-003,Pengawasan,Near Miss,1,0,0,0,0,0,0,16,161.3,Hujan Ringan,Kondisi Cuaca Buruk,Perbaikan Alat,Dalam Proses,Pit-C-Blok02,
1509,2024-04-05,Friday,4,Q2,2024,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-003,Drilling,Near Miss,1,0,0,0,0,0,0,38,443.2,Berkabut,Kondisi Cuaca Buruk,Briefing Safety,Selesai,Pit-A-Blok03,
1510,2023-12-04,Monday,12,Q4,2023,Shift 1 (07:00-19:00),Pit-A (Overburden),SPV-009,Drilling,First Aid,0,1,0,0,0,0,0,13,127.9,Cerah,Faktor Eksternal,Perbaikan Alat,Selesai,Pit-A-Blok05,Perlu tindak lanjut
1511,2023-12-28,Thursday,12,Q4,2023,Shift 2 (19:00-07:00),Pit-C (Hauling),SPV-019,Grading,First Aid,0,1,0,0,0,0,0,27,356.1,Cerah,Peralatan Rusak,Briefing Safety,Selesai,Pit-C-Blok03,
1512,2024-06-09,Sunday,6,Q2,2024,Shift 1 (07:00-19:00),Pit-A (Overburden),SPV-012,Grading,Medical Treatment,0,0,1,0,0,0,0,23,303.9,Berkabut,Housekeeping Buruk,Revisi Prosedur,Dalam Proses,Pit-A-Blok04,Menunggu spare part
1513,2024-04-12,Friday,4,Q2,2024,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-010,Grading,Near Miss,1,0,0,0,0,0,0,38,408.9,Cerah,Peralatan Rusak,Perbaikan Alat,Selesai,Pit-B-Blok02,
1514,2024-12-24,Tuesday,12,Q4,2024,Shift 1 (07:00-19:00),Pit-A (Overburden),SPV-004,Fueling,Near Miss,1,0,0,0,0,0,0,18,211.1,Cerah,Kelelahan Pekerja,Penggantian APD,Selesai,Pit-A-Blok01,Menunggu spare part
1515,2022-05-17,Tuesday,5,Q2,2022,Shift 1 (07:00-19:00),Office Area,SPV-012,Drilling,Medical Treatment,0,0,1,0,0,0,0,24,299.8,Cerah,Peralatan Rusak,Perbaikan Alat,Selesai,Office-Blok04,
1516,2022-07-01,Friday,7,Q3,2022,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-011,Loading,Medical Treatment,0,0,1,0,0,0,0,15,186,Hujan Ringan,Faktor Eksternal,Perbaikan Desain,Selesai,Pit-B-Blok01,Investigasi selesai
1517,2024-02-03,Saturday,2,Q1,2024,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-013,Administrasi,First Aid,0,1,0,0,0,0,0,44,485.2,Hujan Ringan,Komunikasi Buruk,Pelatihan Ulang,Selesai,Pit-C-Blok02,Perlu tindak lanjut
1518,2023-10-20,Friday,10,Q4,2023,Shift 1 (07:00-19:00),Workshop,SPV-001,Fueling,Near Miss,1,0,0,0,0,0,0,13,168.3,Hujan Ringan,Human Error,Penggantian APD,Selesai,Worksh-Blok03,
1519,2022-12-07,Wednesday,12,Q4,2022,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-017,Administrasi,Medical Treatment,0,0,1,0,0,0,0,9,114.1,Cerah,Kelelahan Pekerja,Investigasi Lanjut,Dalam Proses,Pit-B-Blok05,Perlu tindak lanjut
1520,2024-05-30,Thursday,5,Q2,2024,SHIFT 1,Pit-B (Coal Getting),SPV-004,Survei,Property Damage,0,0,0,0,0,0,1,34,425.8,Cerah,Human Error,Briefing Safety,Dalam Proses,Pit-B-Blok04,Investigasi selesai
1521,2024-09-14,Saturday,9,Q3,2024,Shift 1 (07:00-19:00),Stockpile,SPV-012,Fueling,Near Miss,1,0,0,0,0,0,0,43,530.7,Berawan,Faktor Eksternal,Briefing Safety,Selesai,Stockp-Blok01,Menunggu spare part
1522,2023-07-28,Friday,7,Q3,2023,Shift 1 (07:00-19:00),Workshop,SPV-007,Dozing,Near Miss,1,0,0,0,0,0,0,34,363.3,Hujan Lebat,Desain/Engineering,Revisi Prosedur,Selesai,Worksh-Blok03,Perlu tindak lanjut
1523,2023-05-01,Monday,5,Q2,2023,Shift 1 (07:00-19:00),ROM (Run of Mine),SPV-003,Grading,Near Miss,1,0,0,0,0,0,0,31,381.3,Cerah,Human Error,Perbaikan Desain,Selesai,ROM (R-Blok03,
1524,2023-08-27,Sunday,8,Q3,2023,Shift 2 (19:00-07:00),Pit-C (Hauling),SPV-020,Blasting,Property Damage,0,0,0,0,0,0,1,43,553,Hujan Lebat,Faktor Eksternal,Revisi Prosedur,Selesai,Pit-C-Blok05,Investigasi selesai
1525,2024-03-06,Wednesday,3,Q1,2024,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-005,Loading,Medical Treatment,0,0,1,0,0,0,0,36,417.6,Cerah,Kelelahan Pekerja,Revisi Prosedur,Belum Dimulai,Pit-C-Blok04,Sudah dilaporkan ke HSE Manager
1526,2022-02-10,Thursday,2,Q1,2022,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-009,Blasting,Medical Treatment,0,0,1,0,0,0,0,32,331.4,Hujan Ringan,Human Error,Perbaikan Desain,Belum Dimulai,Pit-A-Blok04,Sudah dilaporkan ke HSE Manager
1527,2023-07-24,Monday,7,Q3,2023,Shift 2 (19:00-07:00),Drainase,SPV-003,Administrasi,Near Miss,1,0,0,0,0,0,0,26,313.2,Hujan Ringan,Kelelahan Pekerja,Revisi Prosedur,Dalam Proses,Draina-Blok03,
1528,2024-12-15,Sunday,12,Q4,2024,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-001,Blasting,Near Miss,1,0,0,0,0,0,0,44,577.9,Hujan Ringan,Komunikasi Buruk,Perbaikan Desain,Selesai,Pit-C-Blok01,Investigasi selesai
1529,2023-08-21,Monday,8,Q3,2023,Shift 1 (07:00-19:00),Stockpile,SPV-018,Pumping,First Aid,0,1,0,0,0,0,0,36,369.1,Hujan Ringan,Komunikasi Buruk,Perbaikan Alat,Selesai,Stockp-Blok04,Sudah dilaporkan ke HSE Manager
1530,2022-11-11,Friday,11,Q4,2022,Shift 2 (19:00-07:00),ROM (Run of Mine),SPV-018,Blasting,First Aid,0,1,0,0,0,0,0,17,201.4,Hujan Lebat,Alat Pelindung Diri Tidak Sesuai,Briefing Safety,Selesai,ROM (R-Blok02,
1531,2023-12-17,Sunday,12,Q4,2023,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-019,Blasting,Near Miss,1,0,0,0,0,0,0,37,453.9,Cerah,Alat Pelindung Diri Tidak Sesuai,Pelatihan Ulang,Selesai,Pit-B-Blok04,Sudah dilaporkan ke HSE Manager
1532,2022-01-26,Wednesday,1,Q1,2022,Shift 2 (19:00-07:00),Drainase,SPV-004,Hauling,First Aid,0,1,0,0,0,0,0,36,382.8,Cerah,Desain/Engineering,Perbaikan Desain,Selesai,Draina-Blok04,Sudah dilaporkan ke HSE Manager
1533,2024-05-26,Sunday,5,Q2,2024,Shift 1 (07:00-19:00),Workshop,SPV-009,Survei,First Aid,0,1,0,0,0,0,0,8,84.5,Berkabut,Prosedur Tidak Diikuti,Revisi Prosedur,Selesai,Worksh-Blok02,Sudah dilaporkan ke HSE Manager
1534,2023-06-01,Thursday,6,Q2,2023,Shift 1 (07:00-19:00),Pit-A (Overburden),SPV-016,,Near Miss,1,0,0,0,0,0,0,26,299.4,Cerah,Faktor Eksternal,Perbaikan Alat,Dalam Proses,Pit-A-Blok03,Investigasi selesai
1535,2024-03-20,Wednesday,3,Q1,2024,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-017,Pumping,Medical Treatment,0,0,1,0,0,0,0,44,557.7,Cerah,Komunikasi Buruk,Perbaikan Alat,Selesai,Pit-C-Blok01,
1536,2024-01-25,Thursday,1,Q1,2024,Shift 1 (07:00-19:00),Drainase,SPV-015,Blasting,Medical Treatment,0,0,1,0,0,0,0,28,357.5,Hujan Lebat,Kondisi Cuaca Buruk,Pelatihan Ulang,Dalam Proses,Draina-Blok01,Investigasi selesai
1537,2023-05-19,Friday,5,Q2,2023,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-015,Loading,Near Miss,1,0,0,0,0,0,0,10,107.9,Cerah,Komunikasi Buruk,Investigasi Lanjut,Selesai,Pit-A-Blok02,Menunggu spare part
1538,2022-02-20,Sunday,2,Q1,2022,Shift 1 (07:00-19:00),Workshop,SPV-018,Hauling,First Aid,0,1,0,0,0,0,0,14,138.7,Cerah,Kondisi Cuaca Buruk,Penggantian APD,Selesai,Worksh-Blok05,
1539,2024-11-17,Sunday,11,Q4,2024,Shift 2 (19:00-07:00),Workshop,SPV-010,Fueling,First Aid,0,1,0,0,0,0,0,14,182,Berkabut,Prosedur Tidak Diikuti,Investigasi Lanjut,Dalam Proses,Worksh-Blok02,Investigasi selesai
1540,2023-02-12,Sunday,2,Q1,2023,Shift 2 (19:00-07:00),Stockpile,SPV-020,Blasting,Property Damage,0,0,0,0,0,0,1,32,368.9,Cerah,Human Error,Revisi Prosedur,Selesai,Stockp-Blok01,
1541,2022-07-25,Monday,7,Q3,2022,Shift 2 (19:00-07:00),Pit-C (Hauling),SPV-020,Fueling,First Aid,0,1,0,0,0,0,0,45,590.3,Berawan,Desain/Engineering,Briefing Safety,Dalam Proses,Pit-C-Blok01,Perlu tindak lanjut
1542,2024-01-23,Tuesday,1,Q1,2024,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-011,Administrasi,First Aid,0,1,0,0,0,0,0,28,351.5,Berkabut,Desain/Engineering,Investigasi Lanjut,Dalam Proses,Pit-B-Blok01,
1543,2023-02-20,Monday,2,Q1,2023,Shift 1 (07:00-19:00),ROM (Run of Mine),SPV-004,Hauling,Near Miss,1,0,0,0,0,0,0,24,310.4,Berawan,Housekeeping Buruk,Perbaikan Desain,Selesai,ROM (R-Blok03,Perlu tindak lanjut
1544,2023-04-30,Sunday,4,Q2,2023,Shift 2 (19:00-07:00),Pit-C (Hauling),SPV-016,Maintenance,Medical Treatment,0,0,1,0,0,0,0,33,389.5,Berawan,Human Error,Perbaikan Alat,Selesai,Pit-C-Blok03,Menunggu spare part
1545,2023-07-21,Friday,7,Q3,2023,Shift 2 (19:00-07:00),Pit-C (Hauling),SPV-010,Fueling,Near Miss,1,0,0,0,0,0,0,22,244.6,Cerah,Kondisi Cuaca Buruk,Penggantian APD,Selesai,Pit-C-Blok04,Sudah dilaporkan ke HSE Manager
1546,2022-08-28,Sunday,8,Q3,2022,Shift 1 (07:00-19:00),ROM (Run of Mine),SPV-004,Administrasi,Near Miss,1,0,0,0,0,0,0,37,398.4,Berkabut,Desain/Engineering,Perbaikan Alat,Selesai,ROM (R-Blok02,Investigasi selesai
1547,2022-11-07,Monday,11,Q4,2022,Shift 1 (07:00-19:00),ROM (Run of Mine),SPV-019,Pengawasan,Near Miss,1,0,0,0,0,0,0,27,347,Berawan,Komunikasi Buruk,Revisi Prosedur,Selesai,ROM (R-Blok04,Investigasi selesai
1548,2022-01-08,Saturday,1,Q1,2022,Shift 2 (19:00-07:00),Pit-C (Hauling),SPV-012,Pengawasan,First Aid,0,1,0,0,0,0,0,8,91.4,Cerah,Peralatan Rusak,Pelatihan Ulang,Dalam Proses,Pit-C-Blok02,
1549,2023-03-04,Saturday,3,Q1,2023,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-006,Pumping,Near Miss,1,0,0,0,0,0,0,25,284.7,Berkabut,Faktor Eksternal,Pelatihan Ulang,Selesai,Pit-B-Blok03,
1550,2023-08-08,Tuesday,8,Q3,2023,Shift 2 (19:00-07:00),Workshop,SPV-009,Dozing,Near Miss,1,0,0,0,0,0,0,18,237,Hujan Lebat,Alat Pelindung Diri Tidak Sesuai,Perbaikan Alat,Selesai,Worksh-Blok05,
1551,2024-07-02,Tuesday,7,Q3,2024,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-009,Maintenance,Near Miss,1,0,0,0,0,0,0,23,275.3,Berkabut,Housekeeping Buruk,Revisi Prosedur,Overdue,Pit-C-Blok02,
1552,2022-04-28,Thursday,4,Q2,2022,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-019,Maintenance,Medical Treatment,0,0,1,0,0,0,0,22,233.3,Berawan,Housekeeping Buruk,Penggantian APD,Belum Dimulai,Pit-A-Blok01,
1553,2024-09-05,Thursday,9,Q3,2024,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-012,Drilling,Near Miss,1,0,0,0,0,0,0,27,299.1,Cerah,Desain/Engineering,Investigasi Lanjut,Selesai,Pit-B-Blok02,
1554,2022-06-27,Monday,6,Q2,2022,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-014,Fueling,Medical Treatment,0,0,1,0,0,0,0,22,217.9,Hujan Lebat,Peralatan Rusak,Perbaikan Alat,Selesai,Pit-B-Blok01,Investigasi selesai
1555,2023-06-20,Tuesday,6,Q2,2023,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-009,Survei,First Aid,0,1,0,0,0,0,0,27,313.9,Berawan,Faktor Eksternal,Revisi Prosedur,Selesai,Pit-C-Blok01,
1556,2023-10-08,Sunday,10,Q4,2023,Shift 1 (07:00-19:00),Workshop,SPV-002,Hauling,Near Miss,1,0,0,0,0,0,0,19,193.3,Hujan Lebat,Alat Pelindung Diri Tidak Sesuai,Briefing Safety,Dalam Proses,Worksh-Blok03,Sudah dilaporkan ke HSE Manager
1557,2022-09-29,Thursday,9,Q3,2022,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-009,Maintenance,First Aid,0,1,0,0,0,0,0,43,509.3,Berkabut,Peralatan Rusak,Perbaikan Alat,Selesai,Pit-B-Blok01,
1558,2022-01-14,Friday,1,Q1,2022,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-007,Dozing,Property Damage,0,0,0,0,0,0,1,27,313.4,Berawan,Prosedur Tidak Diikuti,Revisi Prosedur,Selesai,Pit-B-Blok01,Menunggu spare part
1559,2023-06-27,Tuesday,6,Q2,2023,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-018,Loading,First Aid,0,1,0,0,0,0,0,39,505.1,Cerah,Human Error,Penggantian APD,Selesai,Pit-B-Blok03,
1560,2022-10-22,Saturday,10,Q4,2022,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-004,Drilling,Property Damage,0,0,0,0,0,0,1,27,296.7,Hujan Lebat,Peralatan Rusak,Briefing Safety,Overdue,Pit-B-Blok05,Sudah dilaporkan ke HSE Manager
1561,2023-01-27,Friday,1,Q1,2023,Shift 1 (07:00-19:00),Pit-A (Overburden),SPV-015,Pengawasan,First Aid,0,1,0,0,0,0,0,29,311.7,Berawan,Housekeeping Buruk,Investigasi Lanjut,Selesai,Pit-A-Blok05,Perlu tindak lanjut
1562,2024-05-01,Wednesday,5,Q2,2024,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-014,Drilling,Property Damage,0,0,0,0,0,0,1,14,149.3,Cerah,Komunikasi Buruk,Pelatihan Ulang,Selesai,Pit-A-Blok04,
1563,2022-04-01,Friday,4,Q2,2022,Shift 2 (19:00-07:00),Stockpile,SPV-018,Survei,Medical Treatment,0,0,1,0,0,0,0,16,204.1,Hujan Ringan,Peralatan Rusak,Perbaikan Desain,Overdue,Stockp-Blok05,Sudah dilaporkan ke HSE Manager
1564,2023-02-13,Monday,2,Q1,2023,Shift 1 (07:00-19:00),Pit-A (Overburden),SPV-007,Survei,Medical Treatment,0,0,1,0,0,0,0,29,297.7,Hujan Ringan,Komunikasi Buruk,Revisi Prosedur,Selesai,Pit-A-Blok02,
1565,2023-04-19,Wednesday,4,Q2,2023,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-007,Fueling,Near Miss,1,0,0,0,0,0,0,10,116.6,Berawan,Housekeeping Buruk,Pelatihan Ulang,Dalam Proses,Pit-C-Blok04,
1566,2022-05-16,Monday,5,Q2,2022,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-003,Drilling,Near Miss,1,0,0,0,0,0,0,44,528.6,Hujan Lebat,Human Error,Perbaikan Desain,Dalam Proses,Pit-C-Blok04,
1567,2022-08-18,Thursday,8,Q3,2022,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-013,Grading,Near Miss,1,0,0,0,0,0,0,10,100.7,Berawan,Alat Pelindung Diri Tidak Sesuai,Revisi Prosedur,Overdue,Pit-B-Blok02,Perlu tindak lanjut
1568,2023-07-17,Monday,7,Q3,2023,Shift 1 (07:00-19:00),Stockpile,SPV-016,Dozing,First Aid,0,1,0,0,0,0,0,36,404.1,Berawan,Kondisi Cuaca Buruk,Pelatihan Ulang,Selesai,Stockp-Blok01,Menunggu spare part
1569,2023-03-18,Saturday,3,Q1,2023,Shift 2 (19:00-07:00),Workshop,SPV-015,Administrasi,Near Miss,1,0,0,0,0,0,0,16,157.5,Hujan Lebat,Komunikasi Buruk,Revisi Prosedur,Dalam Proses,Worksh-Blok01,
1570,2024-05-14,Tuesday,5,Q2,2024,Shift 2 (19:00-07:00),ROM (Run of Mine),SPV-017,Administrasi,Near Miss,1,0,0,0,0,0,0,44,547.5,Hujan Lebat,Prosedur Tidak Diikuti,Perbaikan Alat,Overdue,ROM (R-Blok01,Menunggu spare part
1571,2022-05-23,Monday,5,Q2,2022,Shift 1 (07:00-19:00),Pit-A (Overburden),SPV-013,Blasting,Medical Treatment,0,0,1,0,0,0,0,44,522.9,Cerah,Alat Pelindung Diri Tidak Sesuai,Penggantian APD,Selesai,Pit-A-Blok05,Perlu tindak lanjut
1572,2022-03-05,Saturday,3,Q1,2022,Shift 2 (19:00-07:00),Office Area,SPV-004,Maintenance,Near Miss,1,0,0,0,0,0,0,45,508.4,Cerah,Kelelahan Pekerja,Pelatihan Ulang,Selesai,Office-Blok04,
1573,2024-05-17,Friday,5,Q2,2024,Shift 2 (19:00-07:00),Office Area,SPV-020,Dozing,Near Miss,1,0,0,0,0,0,0,40,-12,Hujan Ringan,Kelelahan Pekerja,Investigasi Lanjut,Selesai,Office-Blok02,Perlu tindak lanjut
1574,2022-09-01,Thursday,9,Q3,2022,Shift 1 (07:00-19:00),ROM (Run of Mine),SPV-004,Dozing,First Aid,0,1,0,0,0,0,0,12,121.1,Berawan,Housekeeping Buruk,Briefing Safety,Belum Dimulai,ROM (R-Blok01,
1575,2023-03-27,Monday,3,Q1,2023,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-011,Blasting,Lost Time Injury,0,0,0,1,0,2,0,44,457.1,Berkabut,Human Error,Revisi Prosedur,Selesai,Pit-B-Blok03,
1576,2022-12-15,Thursday,12,Q4,2022,Shift 2 (19:00-07:00),Pit-C (Hauling),SPV-005,Hauling,Near Miss,1,0,0,0,0,0,0,34,339,Berawan,Alat Pelindung Diri Tidak Sesuai,Penggantian APD,Selesai,Pit-C-Blok02,
1577,2023-02-03,Friday,2,Q1,2023,Shift 1 (07:00-19:00),Office Area,SPV-009,Dozing,First Aid,0,1,0,0,0,0,0,44,453.5,Cerah,Kondisi Cuaca Buruk,Briefing Safety,Selesai,Office-Blok04,Perlu tindak lanjut
1578,2023-03-14,Tuesday,3,Q1,2023,Shift 2 (19:00-07:00),Workshop,SPV-005,Drilling,First Aid,0,1,0,0,0,0,0,11,131.7,Cerah,Faktor Eksternal,Perbaikan Alat,Dalam Proses,Worksh-Blok04,Menunggu spare part
1579,2024-07-02,Tuesday,7,Q3,2024,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-012,Dozing,Near Miss,1,0,0,0,0,0,0,31,388.1,Cerah,Komunikasi Buruk,Penggantian APD,Selesai,Pit-B-Blok05,Investigasi selesai
1580,2022-03-07,Monday,3,Q1,2022,Shift 1 (07:00-19:00),Workshop,SPV-007,Drilling,Near Miss,1,0,0,0,0,0,0,20,235.7,Cerah,Desain/Engineering,Pelatihan Ulang,Belum Dimulai,Worksh-Blok01,
1581,2024-03-10,Sunday,3,Q1,2024,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-020,Pumping,Near Miss,1,0,0,0,0,0,0,15,148.4,Cerah,Alat Pelindung Diri Tidak Sesuai,Perbaikan Desain,Belum Dimulai,Pit-B-Blok02,
